600,140,f,0,
600,160,f,0,
600,120,f,0,
580,120,f,0,
560,120,f,0,
560,140,f,0,
580,140,f,0,
580,160,f,0,
580,180,f,0,
580,200,f,0,
560,200,f,0,
560,180,f,0,
560,160,f,0,
540,120,f,0,
540,140,f,0,
540,160,f,0,
540,180,f,0,
540,200,f,0,
520,200,f,0,
520,220,f,0,
520,180,f,0,
520,160,f,0,
520,140,f,0,
520,120,f,0,
500,120,f,0,
500,140,f,0,
500,160,f,0,
500,180,f,0,
500,200,f,0,
500,220,f,0,
480,200,f,0,
480,180,f,0,
480,140,f,0,
480,160,f,0,
480,120,f,0,
460,120,f,0,
460,140,f,0,
460,160,f,0,
460,180,f,0,
460,200,f,0,
440,200,f,0,
440,180,f,0,
440,160,f,0,
440,140,f,0,
440,120,f,0,
420,120,f,0,
420,140,f,0,
420,160,f,0,
400,120,f,0,
400,140,f,0,
400,160,f,0,
380,120,f,0,
360,120,f,0,
160,260,f,0,
140,260,f,0,
100,260,f,0,
120,260,f,0,
100,240,f,0,
120,220,f,0,
100,220,f,0,
100,200,f,0,
100,200,f,0,
100,180,f,0,
100,160,f,0,
100,120,f,0,
100,140,f,0,
120,140,f,0,
120,160,f,0,
120,180,f,0,
120,200,f,0,
120,240,f,0,
120,120,f,0,
140,120,f,0,
140,140,f,0,
140,160,f,0,
140,180,f,0,
140,200,f,0,
140,220,f,0,
140,240,f,0,
160,240,f,0,
160,220,f,0,
160,200,f,0,
160,180,f,0,
160,160,f,0,
160,140,f,0,
160,120,f,0,
180,120,f,0,
340,120,f,0,
320,120,f,0,
300,120,f,0,
280,120,f,0,
260,120,f,0,
240,120,f,0,
220,120,f,0,
200,120,f,0,
0,300,f,0,
100,300,f,0,
120,300,f,0,
160,300,f,0,
160,300,f,0,
140,300,f,0,
180,300,f,0,
200,300,f,0,
220,300,f,0,
400,300,f,0,
420,300,f,0,
440,300,f,0,
460,300,f,0,
480,300,f,0,
500,300,f,0,
520,300,f,0,
540,300,f,0,
560,300,f,0,
580,300,f,0,
580,300,f,0,
700,300,f,0,
720,300,f,0,
720,400,f,0,
700,400,f,0,
680,400,f,0,
660,400,f,0,
640,400,f,0,
620,400,f,0,
600,400,f,0,
560,400,f,0,
580,400,f,0,
540,400,f,0,
520,400,f,0,
500,400,f,0,
480,400,f,0,
460,400,f,0,
440,400,f,0,
420,400,f,0,
400,400,f,0,
360,400,f,0,
380,400,f,0,
340,400,f,0,
320,400,f,0,
300,400,f,0,
280,400,f,0,
260,400,f,0,
240,400,f,0,
220,400,f,0,
200,400,f,0,
180,400,f,0,
160,400,f,0,
140,400,f,0,
120,400,f,0,
100,400,f,0,
80,400,f,0,
60,400,f,0,
40,400,f,0,
20,400,f,0,
0,400,f,0,
0,380,f,0,
0,340,f,0,
0,360,f,0,
0,320,f,0,
20,380,f,0,
20,360,f,0,
80,300,f,0,
20,260,f,0,
80,200,f,0,
0,40,f,0,
0,20,f,0,
0,0,f,0,
620,200,f,0,
380,260,f,0,
360,260,f,0,
320,260,f,0,
340,260,f,0,
300,260,f,0,
280,260,f,0,
260,260,f,0,
240,260,f,0,
220,260,f,0,
200,260,f,0,
180,260,f,0,
180,240,f,0,
180,220,f,0,
180,200,f,0,
180,180,f,0,
180,160,f,0,
180,140,f,0,
200,140,f,0,
220,140,f,0,
240,140,f,0,
280,140,f,0,
260,140,f,0,
300,140,f,0,
320,140,f,0,
340,140,f,0,
360,140,f,0,
380,140,f,0,
200,160,f,0,
200,180,f,0,
200,180,f,0,
200,200,f,0,
200,240,f,0,
200,220,f,0,
620,380,f,0,
640,380,f,0,
660,380,f,0,
640,360,f,0,
240,380,f,0,
260,380,f,0,
280,360,f,0,
300,360,f,0,
320,360,f,0,
340,360,f,0,
360,380,f,0,
380,380,f,0,
320,380,f,0,
340,380,f,0,
300,380,f,0,
280,380,f,0,
